type,parent_name,name,link,status
category,Komputer & Aksesoris,Laptop,https://shopee.co.id/Laptop-cat.11044364.11044440,
facet,Laptop,Laptop,https://shopee.co.id/Laptop-cat.11044364.11044440?facet=101942,
category,Komputer & Aksesoris,Gaming,https://shopee.co.id/Gaming-cat.11044364.11044445,
category,Komputer & Aksesoris,Audio Computer,https://shopee.co.id/Audio-Computer-cat.11044364.11044451,
category,Komputer & Aksesoris,Proyektor & Aksesoris,https://shopee.co.id/Proyektor-&-Aksesoris-cat.11044364.11044584,
facet,Proyektor & Aksesoris,Proyektor & Layar Proyektor,https://shopee.co.id/Proyektor-&-Aksesoris-cat.11044364.11044584?facet=100168,
facet,Proyektor & Aksesoris,Pointer,https://shopee.co.id/Proyektor-&-Aksesoris-cat.11044364.11044584?facet=100169,
category,Komputer & Aksesoris,Komputer & Aksesoris Lainnya,https://shopee.co.id/Komputer-&-Aksesoris-Lainnya-cat.11044364.11044457,
category,Perawatan & Kecantikan,Perawatan Tubuh,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146,
facet,Perawatan Tubuh,Sabun Mandi,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102003,
facet,Perawatan Tubuh,Scrub & Peel Tubuh,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102004,
facet,Perawatan Tubuh,Masker Tubuh,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102005,
facet,Perawatan Tubuh,Minyak Tubuh,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102006,
facet,Perawatan Tubuh,"Body Cream, Body Lotion & Body Butter",https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102007,
facet,Perawatan Tubuh,Deodoran,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102008,
facet,Perawatan Tubuh,Minyak Pijat,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102009,
facet,Perawatan Tubuh,Cream & Wax Penghilang Bulu Rambut,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102010,
facet,Perawatan Tubuh,Sunscreen & Aftersun Tubuh,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102014,
facet,Perawatan Tubuh,Tanning Oil & Self Tanners,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102015,
facet,Perawatan Tubuh,Perawatan Payudara,https://shopee.co.id/Perawatan-Tubuh-cat.11043145.11043146?facet=102012,
category,Perawatan & Kecantikan,Perawatan Tangan,https://shopee.co.id/Perawatan-Tangan-cat.11043145.11043159,
category,Perawatan & Kecantikan,Perawatan Kaki,https://shopee.co.id/Perawatan-Kaki-cat.11043145.11043164,
category,Perawatan & Kecantikan,Perawatan Kuku,https://shopee.co.id/Perawatan-Kuku-cat.11043145.11043169,
category,Perawatan & Kecantikan,Perawatan Rambut,https://shopee.co.id/Perawatan-Rambut-cat.11043145.11043178,
facet,Perawatan Rambut,Shampo,https://shopee.co.id/Perawatan-Rambut-cat.11043145.11043178?facet=100869,
facet,Perawatan Rambut,Pewarna Rambut,https://shopee.co.id/Perawatan-Rambut-cat.11043145.11043178?facet=100870,
facet,Perawatan Rambut,Treatment Rambut,https://shopee.co.id/Perawatan-Rambut-cat.11043145.11043178?facet=100871,
facet,Perawatan Rambut,Kondisioner Rambut dan Kulit Kepala,https://shopee.co.id/Perawatan-Rambut-cat.11043145.11043178?facet=100872,
facet,Perawatan Rambut,Hair Styling,https://shopee.co.id/Perawatan-Rambut-cat.11043145.11043178?facet=100873,
category,Perawatan & Kecantikan,Perawatan Pria,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185,
facet,Perawatan Pria,Perawatan Tubuh,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=100875,
facet,Perawatan Pria,Pembersih Wajah,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101616,
facet,Perawatan Pria,Pelembab & Treatment,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101617,
facet,Perawatan Pria,Perawatan Setelah Bercukur,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101619,
facet,Perawatan Pria,"Cream, Foam & Gel",https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101620,
facet,Perawatan Pria,Pisau Cukur,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101621,
facet,Perawatan Pria,Alat Cukur,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101622,
facet,Perawatan Pria,Sikat Cukur,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101623,
facet,Perawatan Pria,"Trimmers, Gunting & Groomer Multi-fungsi",https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101624,
facet,Perawatan Pria,Aksesoris Cukur,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=101625,
facet,Perawatan Pria,Perawatan Rambut,https://shopee.co.id/Perawatan-Pria-cat.11043145.11043185?facet=100878,
category,Perawatan & Kecantikan,Parfum & Wewangian,https://shopee.co.id/Parfum-&-Wewangian-cat.11043145.11043198,
facet,Parfum & Wewangian,Parfum & Wewangian,https://shopee.co.id/Parfum-&-Wewangian-cat.11043145.11043198?facet=100661,
category,Perawatan & Kecantikan,Kosmetik Wajah,https://shopee.co.id/Kosmetik-Wajah-cat.11043145.11043202,
category,Perawatan & Kecantikan,Kosmetik Mata,https://shopee.co.id/Kosmetik-Mata-cat.11043145.11043212,
category,Perawatan & Kecantikan,Kosmetik Bibir,https://shopee.co.id/Kosmetik-Bibir-cat.11043145.11043219,
category,Perawatan & Kecantikan,Pembersih Make Up,https://shopee.co.id/Pembersih-Make-Up-cat.11043145.11043226,
category,Perawatan & Kecantikan,Aksesoris Make Up,https://shopee.co.id/Aksesoris-Make-Up-cat.11043145.11043227,
category,Perawatan & Kecantikan,Alat Perawatan Wajah,https://shopee.co.id/Alat-Perawatan-Wajah-cat.11043145.11043240,
category,Perawatan & Kecantikan,Alat Pelangsing Tubuh,https://shopee.co.id/Alat-Pelangsing-Tubuh-cat.11043145.11043245,
category,Perawatan & Kecantikan,Alat Penghilang Bulu Rambut,https://shopee.co.id/Alat-Penghilang-Bulu-Rambut-cat.11043145.11043246,
category,Perawatan & Kecantikan,Alat Rambut,https://shopee.co.id/Alat-Rambut-cat.11043145.11043247,
category,Perawatan & Kecantikan,Perawatan Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253,
facet,Perawatan Wajah,Pembersih Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100891,
facet,Perawatan Wajah,Toner,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100892,
facet,Perawatan Wajah,Pelembab Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100893,
facet,Perawatan Wajah,Minyak Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100894,
facet,Perawatan Wajah,Serum & Essence Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100896,
facet,Perawatan Wajah,Scrub & Peel Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100897,
facet,Perawatan Wajah,Masker Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100898,
facet,Perawatan Wajah,Cream Mata,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=101669,
facet,Perawatan Wajah,Masker Mata,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=101670,
facet,Perawatan Wajah,Serum Alis & Bulu Mata,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=101671,
facet,Perawatan Wajah,Pelembab Bibir,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=101673,
facet,Perawatan Wajah,Scrub & Exfoliator Bibir,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=101674,
facet,Perawatan Wajah,Masker Bibir,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=101675,
facet,Perawatan Wajah,Sunscreen Wajah,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100901,
facet,Perawatan Wajah,Perawatan Wajah After Sun,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100902,
facet,Perawatan Wajah,Kertas Minyak,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100903,
facet,Perawatan Wajah,Treatment Jerawat,https://shopee.co.id/Perawatan-Wajah-cat.11043145.11043253?facet=100904,
category,Perawatan & Kecantikan,Treatment Mata,https://shopee.co.id/Treatment-Mata-cat.11043145.11043267,
category,Perawatan & Kecantikan,Treatment Bibir,https://shopee.co.id/Treatment-Bibir-cat.11043145.11043272,
category,Perawatan & Kecantikan,Paket & Set Kecantikan,https://shopee.co.id/Paket-&-Set-Kecantikan-cat.11043145.11043277,
facet,Paket & Set Kecantikan,Paket & Set Kecantikan,https://shopee.co.id/Paket-&-Set-Kecantikan-cat.11043145.11043277?facet=100665,
category,Perawatan & Kecantikan,Kecantikan Lainnya,https://shopee.co.id/Kecantikan-Lainnya-cat.11043145.11043278,
category,Handphone & Aksesoris,Kartu Perdana,https://shopee.co.id/Kartu-Perdana-cat.11044458.11044459,
facet,Kartu Perdana,Kartu Perdana,https://shopee.co.id/Kartu-Perdana-cat.11044458.11044459?facet=100071,
category,Handphone & Aksesoris,Tablet,https://shopee.co.id/Tablet-cat.11044458.11044460,
facet,Tablet,Tablet,https://shopee.co.id/Tablet-cat.11044458.11044460?facet=100072,
category,Handphone & Aksesoris,Handphone,https://shopee.co.id/Handphone-cat.11044458.11044476,
facet,Handphone,Handphone,https://shopee.co.id/Handphone-cat.11044458.11044476?facet=100073,
category,Handphone & Aksesoris,Perangkat Wearable,https://shopee.co.id/Perangkat-Wearable-cat.11044458.11044504,
facet,Perangkat Wearable,Smartwatch & Fitness Tracker,https://shopee.co.id/Perangkat-Wearable-cat.11044458.11044504?facet=100270,
facet,Perangkat Wearable,Perangkat VR,https://shopee.co.id/Perangkat-Wearable-cat.11044458.11044504?facet=100271,
facet,Perangkat Wearable,Pelacak GPS,https://shopee.co.id/Perangkat-Wearable-cat.11044458.11044504?facet=100272,
category,Handphone & Aksesoris,Perangkat VR,https://shopee.co.id/Perangkat-VR-cat.11044458.11044507,
category,Handphone & Aksesoris,Aksesoris Selfie,https://shopee.co.id/Aksesoris-Selfie-cat.11044458.11044508,
category,Handphone & Aksesoris,Handphone & Tablet Aksesoris,https://shopee.co.id/Handphone-&-Tablet-Aksesoris-cat.11044458.11044514,
category,Handphone & Aksesoris,Kartu Memori,https://shopee.co.id/Kartu-Memori-cat.11044458.11044523,
category,Handphone & Aksesoris,"Kabel, Charger, & Konverter","https://shopee.co.id/Kabel,-Charger,-&-Konverter-cat.11044458.11044527",
category,Handphone & Aksesoris,Powerbank & Baterai,https://shopee.co.id/Powerbank-&-Baterai-cat.11044458.11044534,
category,Handphone & Aksesoris,Casing & Skin,https://shopee.co.id/Casing-&-Skin-cat.11044458.11044539,
category,Handphone & Aksesoris,Audio Handphone,https://shopee.co.id/Audio-Handphone-cat.11044458.11044544,
category,Handphone & Aksesoris,Handphone & Aksesoris Lainnya,https://shopee.co.id/Handphone-&-Aksesoris-Lainnya-cat.11044458.11044549,
category,Perlengkapan Rumah,Renovasi Rumah,https://shopee.co.id/Renovasi-Rumah-cat.11043778.11043849,
category,Perlengkapan Rumah,Perkakas,https://shopee.co.id/Perkakas-cat.11043778.11043863,
category,Perlengkapan Rumah,Alat Pemeliharaan Rumah,https://shopee.co.id/Alat-Pemeliharaan-Rumah-cat.11043778.11043875,
category,Perlengkapan Rumah,Kebersihan & Binatu,https://shopee.co.id/Kebersihan-&-Binatu-cat.11043778.11043886,
category,Perlengkapan Rumah,Peralatan Dapur,https://shopee.co.id/Peralatan-Dapur-cat.11043778.11043895,
category,Perlengkapan Rumah,Peralatan Masak,https://shopee.co.id/Peralatan-Masak-cat.11043778.11043909,
category,Perlengkapan Rumah,Peralatan Makan,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922,
facet,Peralatan Makan,"Jug, Pitcher, & Aksesoris",https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101238,
facet,Peralatan Makan,Kantong & Set Teh,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101239,
facet,Peralatan Makan,"Cangkir, Mug, & Gelas",https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101240,
facet,Peralatan Makan,Botol Minum & Aksesoris,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101241,
facet,Peralatan Makan,Mangkuk,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101242,
facet,Peralatan Makan,Piring,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101243,
facet,Peralatan Makan,Alat Makan,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101244,
facet,Peralatan Makan,Sedotan,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101245,
facet,Peralatan Makan,Tudung Saji & Penutup Makanan,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101246,
facet,Peralatan Makan,Tatakan Piring & Gelas,https://shopee.co.id/Peralatan-Makan-cat.11043778.11043922?facet=101247,
category,Perlengkapan Rumah,Alat Pengaman,https://shopee.co.id/Alat-Pengaman-cat.11043778.11043934,
facet,Alat Pengaman,Brankas,https://shopee.co.id/Alat-Pengaman-cat.11043778.11043934?facet=101249,
facet,Alat Pengaman,Perangkat Pintu & Gembok,https://shopee.co.id/Alat-Pengaman-cat.11043778.11043934?facet=101251,
category,Perlengkapan Rumah,Organizer Rumah,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939,
facet,Organizer Rumah,Gantungan,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101253,
facet,Organizer Rumah,"Box, Tas, & Keranjang Penyimpanan",https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101254,
facet,Organizer Rumah,Box Penyimpanan Sepatu,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101255,
facet,Organizer Rumah,Pengait,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101256,
facet,Organizer Rumah,Tas & Keranjang Laundry,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101257,
facet,Organizer Rumah,Organizer Meja,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101258,
facet,Organizer Rumah,Organizer Lemari Pakaian,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101259,
facet,Organizer Rumah,Organizer Perhiasan,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101260,
facet,Organizer Rumah,Tempat Tisu,https://shopee.co.id/Organizer-Rumah-cat.11043778.11043939?facet=101261,
category,Perlengkapan Rumah,Perlengkapan Keagamaan,https://shopee.co.id/Perlengkapan-Keagamaan-cat.11043778.11043950,
category,Perlengkapan Rumah,Payung,https://shopee.co.id/Payung-cat.11043778.11043952,
category,Perlengkapan Rumah,Pengharum Ruangan & Aromaterapi,https://shopee.co.id/Pengharum-Ruangan-&-Aromaterapi-cat.11043778.11043779,
facet,Pengharum Ruangan & Aromaterapi,Pengharum Ruangan,https://shopee.co.id/Pengharum-Ruangan-&-Aromaterapi-cat.11043778.11043779?facet=101127,
facet,Pengharum Ruangan & Aromaterapi,Minyak Esensial,https://shopee.co.id/Pengharum-Ruangan-&-Aromaterapi-cat.11043778.11043779?facet=101128,
facet,Pengharum Ruangan & Aromaterapi,"Diffuser, Humidifier, & Oil Burner",https://shopee.co.id/Pengharum-Ruangan-&-Aromaterapi-cat.11043778.11043779?facet=101129,
category,Perlengkapan Rumah,Kamar Mandi,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783,
facet,Kamar Mandi,Kloset & Alas Dudukan Kloset,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101131,
facet,Kamar Mandi,Tempat Sikat Gigi & Dispenser Odol,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101132,
facet,Kamar Mandi,"Dispenser, Tempat, & Kotak Sabun",https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101133,
facet,Kamar Mandi,Rak & Kabinet Kamar Mandi,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101134,
facet,Kamar Mandi,Bak Mandi & Bathtub,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101135,
facet,Kamar Mandi,Handuk Mandi,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101790,
facet,Kamar Mandi,Handuk Wajah & Lap Tangan,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101791,
facet,Kamar Mandi,Handuk Kimono,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101792,
facet,Kamar Mandi,Kepala Shower & Spray Bidet,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101137,
facet,Kamar Mandi,Sikat & Spons Badan,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101138,
facet,Kamar Mandi,Tirai Shower,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101139,
facet,Kamar Mandi,Tempat Duduk Mandi & Pispot,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101140,
facet,Kamar Mandi,Pegangan Kamar Mandi,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101141,
facet,Kamar Mandi,Shower Cap,https://shopee.co.id/Kamar-Mandi-cat.11043778.11043783?facet=101142,
category,Perlengkapan Rumah,Kamar Tidur,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797,
facet,Kamar Tidur,Matras Pendingin,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101144,
facet,Kamar Tidur,Pelindung Matras,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101145,
facet,Kamar Tidur,Selimut,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101146,
facet,Kamar Tidur,Bantal,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101147,
facet,Kamar Tidur,"Sprei, Sarung Bantal, & Sarung Guling",https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101148,
facet,Kamar Tidur,Matras,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101149,
facet,Kamar Tidur,Kelambu,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101150,
facet,Kamar Tidur,Guling,https://shopee.co.id/Kamar-Tidur-cat.11043778.11043797?facet=101151,
category,Perlengkapan Rumah,Dekorasi,https://shopee.co.id/Dekorasi-cat.11043778.11043807,
facet,Dekorasi,Bunga,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101153,
facet,Dekorasi,Furniture & Pelindung Furniture,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101154,
facet,Dekorasi,Tirai & Tirai Gulung,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101155,
facet,Dekorasi,Bingkai Foto & Pajangan Dinding,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101156,
facet,Dekorasi,Wallpaper & Stiker Dinding,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101157,
facet,Dekorasi,Jam Dinding,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101158,
facet,Dekorasi,Keset,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101159,
facet,Dekorasi,Karpet & Tikar,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101160,
facet,Dekorasi,Vas & Bejana,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101161,
facet,Dekorasi,Lilin & Tempat Lilin,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101162,
facet,Dekorasi,Cermin,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101163,
facet,Dekorasi,Taplak Meja,https://shopee.co.id/Dekorasi-cat.11043778.11043807?facet=101164,
category,Perlengkapan Rumah,Furniture,https://shopee.co.id/Furniture-cat.11043778.11043820,
facet,Furniture,Bantal Sofa,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101166,
facet,Furniture,Penahan Pintu,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101167,
facet,Furniture,Rangka & Sandaran Tempat Tidur,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101168,
facet,Furniture,Meja & Meja Tulis,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101169,
facet,Furniture,Lemari Pakaian,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101170,
facet,Furniture,Kursi & Bangku,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101171,
facet,Furniture,Sofa,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101172,
facet,Furniture,Lemari & Kabinet,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101173,
facet,Furniture,Rak & Rak Gantung,https://shopee.co.id/Furniture-cat.11043778.11043820?facet=101174,
category,Perlengkapan Rumah,Taman,https://shopee.co.id/Taman-cat.11043778.11043838,
facet,Taman,Tanaman,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101176,
facet,Taman,Dekorasi Taman,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101177,
facet,Taman,Tanah & Media Tanam,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101178,
facet,Taman,Pupuk,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101179,
facet,Taman,Bibit & Umbi,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101180,
facet,Taman,Pot & Planter,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101181,
facet,Taman,Sistem Pengairan,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101182,
facet,Taman,Peralatan Berkebun,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101183,
facet,Taman,Mesin Pemotong Rumput,https://shopee.co.id/Taman-cat.11043778.11043838?facet=101185,
category,Perlengkapan Rumah,Perlengkapan Rumah Lainnya,https://shopee.co.id/Perlengkapan-Rumah-Lainnya-cat.11043778.11043951,
category,Pakaian Pria,Denim,https://shopee.co.id/Denim-cat.11042849.11042850,
category,Pakaian Pria,Hoodie & Sweatshirt,https://shopee.co.id/Hoodie-&-Sweatshirt-cat.11042849.11042855,
facet,Hoodie & Sweatshirt,Sweatshirt,https://shopee.co.id/Hoodie-&-Sweatshirt-cat.11042849.11042855?facet=100373,
facet,Hoodie & Sweatshirt,Hoodie,https://shopee.co.id/Hoodie-&-Sweatshirt-cat.11042849.11042855?facet=100374,
facet,Hoodie & Sweatshirt,Hoodie,https://shopee.co.id/Hoodie-&-Sweatshirt-cat.11042849.11042855?facet=100226,
facet,Hoodie & Sweatshirt,Sweatshirt,https://shopee.co.id/Hoodie-&-Sweatshirt-cat.11042849.11042855?facet=100227,
category,Pakaian Pria,Sweater & Cardigan,https://shopee.co.id/Sweater-&-Cardigan-cat.11042849.11042859,
facet,Sweater & Cardigan,Sweater & Cardigan,https://shopee.co.id/Sweater-&-Cardigan-cat.11042849.11042859?facet=100108,
facet,Sweater & Cardigan,Sweater & Cardigan,https://shopee.co.id/Sweater-&-Cardigan-cat.11042849.11042859?facet=100049,
category,Pakaian Pria,"Jaket, Mantel, & Rompi","https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860",
facet,"Jaket, Mantel, & Rompi",Jaket & Mantel Musim Dingin,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100367",
facet,"Jaket, Mantel, & Rompi",Cape,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100368",
facet,"Jaket, Mantel, & Rompi",Blazer,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100369",
facet,"Jaket, Mantel, & Rompi",Jaket,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100370",
facet,"Jaket, Mantel, & Rompi",Rompi,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100371",
facet,"Jaket, Mantel, & Rompi",Jaket & Mantel Musim Dingin,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100229",
facet,"Jaket, Mantel, & Rompi",Jaket,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100230",
facet,"Jaket, Mantel, & Rompi",Rompi,"https://shopee.co.id/Jaket,-Mantel,-&-Rompi-cat.11042849.11042860?facet=100231",
category,Pakaian Pria,Jas Formal,https://shopee.co.id/Jas-Formal-cat.11042849.11042865,
facet,Jas Formal,Set Jas Formal,https://shopee.co.id/Jas-Formal-cat.11042849.11042865?facet=100233,
facet,Jas Formal,Jas & Blazer Formal,https://shopee.co.id/Jas-Formal-cat.11042849.11042865?facet=100234,
facet,Jas Formal,Celana Formal,https://shopee.co.id/Jas-Formal-cat.11042849.11042865?facet=100235,
facet,Jas Formal,Rompi Formal,https://shopee.co.id/Jas-Formal-cat.11042849.11042865?facet=100236,
category,Pakaian Pria,Celana Panjang,https://shopee.co.id/Celana-Panjang-cat.11042849.11042871,
facet,Celana Panjang,Cargo,https://shopee.co.id/Celana-Panjang-cat.11042849.11042871?facet=100238,
facet,Celana Panjang,Jogger,https://shopee.co.id/Celana-Panjang-cat.11042849.11042871?facet=100239,
facet,Celana Panjang,Celana Panjang,https://shopee.co.id/Celana-Panjang-cat.11042849.11042871?facet=100240,
category,Pakaian Pria,Celana Pendek,https://shopee.co.id/Celana-Pendek-cat.11042849.11042876,
facet,Celana Pendek,Celana Pendek,https://shopee.co.id/Celana-Pendek-cat.11042849.11042876?facet=100360,
facet,Celana Pendek,Rok Celana,https://shopee.co.id/Celana-Pendek-cat.11042849.11042876?facet=100361,
facet,Celana Pendek,Celana Pendek,https://shopee.co.id/Celana-Pendek-cat.11042849.11042876?facet=100053,
category,Pakaian Pria,Atasan,https://shopee.co.id/Atasan-cat.11042849.11042877,
facet,Atasan,Tanktop & Kamisol,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100350,
facet,Atasan,Kemben,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100351,
facet,Atasan,Kaos,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100352,
facet,Atasan,Kemeja & Blouse,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100353,
facet,Atasan,Kaus Polo,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100354,
facet,Atasan,Bodysuit,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100355,
facet,Atasan,Kemeja,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100242,
facet,Atasan,Kaos Polo,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100243,
facet,Atasan,Kaos,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100244,
facet,Atasan,Tanktop,https://shopee.co.id/Atasan-cat.11042849.11042877?facet=100245,
category,Pakaian Pria,Batik,https://shopee.co.id/Batik-cat.11042849.11042883,
category,Pakaian Pria,Pakaian Dalam,https://shopee.co.id/Pakaian-Dalam-cat.11042849.11042885,
facet,Pakaian Dalam,Set Pakaian Dalam,https://shopee.co.id/Pakaian-Dalam-cat.11042849.11042885?facet=100380,
facet,Pakaian Dalam,Bra,https://shopee.co.id/Pakaian-Dalam-cat.11042849.11042885?facet=100381,
