type,parent_name,name,link,status
facet,Pakaian Anak Laki-Laki,Kaos,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101757,
facet,Pakaian Anak Laki-Laki,Kaos Polo,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101758,
facet,Pakaian Anak Laki-Laki,Kemeja,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101759,
facet,Pakaian Anak Laki-Laki,Jaket & Coat Reguler,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101761,
facet,Pakaian Anak Laki-Laki,Outerwear Musim Dingin,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101762,
facet,Pakaian Anak Laki-Laki,Rompi,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101763,
facet,Pakaian Anak Laki-Laki,Sweater & Kardigan,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101764,
facet,Pakaian Anak Laki-Laki,Blazer,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101765,
facet,Pakaian Anak Laki-Laki,Hoodie,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101766,
facet,Pakaian Anak Laki-Laki,Jeans,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101768,
facet,Pakaian Anak Laki-Laki,Celana,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101769,
facet,Pakaian Anak Laki-Laki,Celana Pendek,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101770,
facet,Pakaian Anak Laki-Laki,Overall,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101771,
facet,Pakaian Anak Laki-Laki,Jas & Setelan,https://shopee.co.id/Pakaian-Anak-Laki-Laki-cat.11043031.11043077?facet=101046,
category,Fashion Bayi & Anak,Pakaian Anak Perempuan,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092,
facet,Pakaian Anak Perempuan,Kostum,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101048,
facet,Pakaian Anak Perempuan,Pakaian Dalam,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101049,
facet,Pakaian Anak Perempuan,Baju Tidur,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101050,
facet,Pakaian Anak Perempuan,Baju Renang,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101051,
facet,Pakaian Anak Perempuan,Kaos,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101773,
facet,Pakaian Anak Perempuan,Kaos Polo,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101774,
facet,Pakaian Anak Perempuan,Kemeja & Blouse,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101775,
facet,Pakaian Anak Perempuan,Jaket & Coat Reguler,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101777,
facet,Pakaian Anak Perempuan,Outerwear Musim Dingin,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101778,
facet,Pakaian Anak Perempuan,Rompi,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101779,
facet,Pakaian Anak Perempuan,Sweater & Kardigan,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101780,
facet,Pakaian Anak Perempuan,Blazer,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101781,
facet,Pakaian Anak Perempuan,Hoodie,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101782,
facet,Pakaian Anak Perempuan,Jeans,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101784,
facet,Pakaian Anak Perempuan,Celana Panjang,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101785,
facet,Pakaian Anak Perempuan,Celana Pendek,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101786,
facet,Pakaian Anak Perempuan,Rok,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101787,
facet,Pakaian Anak Perempuan,Legging,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101788,
facet,Pakaian Anak Perempuan,"Romper, Jumpsuit & Overall",https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101055,
facet,Pakaian Anak Perempuan,Dress,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101056,
facet,Pakaian Anak Perempuan,Jas & Setelan,https://shopee.co.id/Pakaian-Anak-Perempuan-cat.11043031.11043092?facet=101057,
category,Fashion Bayi & Anak,Sepatu Anak Laki-Laki,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110,
facet,Sepatu Anak Laki-Laki,Sepatu Boot,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110?facet=101059,
facet,Sepatu Anak Laki-Laki,Sandal,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110?facet=101060,
facet,Sepatu Anak Laki-Laki,Sepatu Sneaker,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110?facet=101061,
facet,Sepatu Anak Laki-Laki,Flip Flop,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110?facet=101062,
facet,Sepatu Anak Laki-Laki,Sepatu Formal,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110?facet=101063,
facet,Sepatu Anak Laki-Laki,Loafers,https://shopee.co.id/Sepatu-Anak-Laki-Laki-cat.11043031.11043110?facet=101064,
category,Fashion Bayi & Anak,Sepatu Anak Perempuan,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118,
facet,Sepatu Anak Perempuan,Sepatu Boot,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118?facet=101066,
facet,Sepatu Anak Perempuan,Sandal,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118?facet=101067,
facet,Sepatu Anak Perempuan,Sepatu Sneaker,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118?facet=101068,
facet,Sepatu Anak Perempuan,Loafers,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118?facet=101069,
facet,Sepatu Anak Perempuan,Flip Flop,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118?facet=101070,
facet,Sepatu Anak Perempuan,Flats,https://shopee.co.id/Sepatu-Anak-Perempuan-cat.11043031.11043118?facet=101071,
category,Fashion Bayi & Anak,Tas Anak Laki-Laki,https://shopee.co.id/Tas-Anak-Laki-Laki-cat.11043031.11043044,
category,Fashion Bayi & Anak,Tas Anak Perempuan,https://shopee.co.id/Tas-Anak-Perempuan-cat.11043031.11043050,
category,Fashion Bayi & Anak,Aksesoris Bayi & Anak,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056,
facet,Aksesoris Bayi & Anak,Ransel,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101744,
facet,Aksesoris Bayi & Anak,Tas Selempang & Bahu,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101745,
facet,Aksesoris Bayi & Anak,Tas Troli,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101746,
facet,Aksesoris Bayi & Anak,Dompet,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101747,
facet,Aksesoris Bayi & Anak,Topi,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101027,
facet,Aksesoris Bayi & Anak,Kacamata,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101028,
facet,Aksesoris Bayi & Anak,Aksesoris Rambut,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101029,
facet,Aksesoris Bayi & Anak,Sarung Tangan,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101030,
facet,Aksesoris Bayi & Anak,Ikat Pinggang,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101031,
facet,Aksesoris Bayi & Anak,Kaos Kaki,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101032,
facet,Aksesoris Bayi & Anak,Syal,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101033,
facet,Aksesoris Bayi & Anak,Jam Tangan,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101034,
facet,Aksesoris Bayi & Anak,Gelang,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101749,
facet,Aksesoris Bayi & Anak,Anting,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101750,
facet,Aksesoris Bayi & Anak,Kalung,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101751,
facet,Aksesoris Bayi & Anak,Cincin,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101752,
facet,Aksesoris Bayi & Anak,Jas Hujan,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101754,
facet,Aksesoris Bayi & Anak,Sepatu Boot Hujan,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101755,
facet,Aksesoris Bayi & Anak,Alat Penutup Telinga,https://shopee.co.id/Aksesoris-Bayi-&-Anak-cat.11043031.11043056?facet=101037,
category,Fashion Bayi & Anak,Perlengkapan Hujan,https://shopee.co.id/Perlengkapan-Hujan-cat.11043031.11043067,
category,Fashion Bayi & Anak,Perhiasan,https://shopee.co.id/Perhiasan-cat.11043031.11043071,
category,Fashion Bayi & Anak,Fashion Bayi & Anak Lainnya,https://shopee.co.id/Fashion-Bayi-&-Anak-Lainnya-cat.11043031.11043126,
category,Aksesoris Fashion,Cincin,https://shopee.co.id/Cincin-cat.11042921.11042922,
facet,Cincin,Cincin,https://shopee.co.id/Cincin-cat.11042921.11042922?facet=100021,
category,Aksesoris Fashion,Anting,https://shopee.co.id/Anting-cat.11042921.11042923,
facet,Anting,Anting,https://shopee.co.id/Anting-cat.11042921.11042923?facet=100022,
category,Aksesoris Fashion,Syal & Selendang,https://shopee.co.id/Syal-&-Selendang-cat.11042921.11042924,
facet,Syal & Selendang,Syal & Selendang,https://shopee.co.id/Syal-&-Selendang-cat.11042921.11042924?facet=100023,
category,Aksesoris Fashion,Sarung Tangan,https://shopee.co.id/Sarung-Tangan-cat.11042921.11042925,
facet,Sarung Tangan,Sarung Tangan,https://shopee.co.id/Sarung-Tangan-cat.11042921.11042925?facet=100024,
category,Aksesoris Fashion,Aksesoris Rambut,https://shopee.co.id/Aksesoris-Rambut-cat.11042921.11042930,
facet,Aksesoris Rambut,Bando & Bandana,https://shopee.co.id/Aksesoris-Rambut-cat.11042921.11042930?facet=100145,
facet,Aksesoris Rambut,"Ikat Rambut, Pita & Scrunchie",https://shopee.co.id/Aksesoris-Rambut-cat.11042921.11042930?facet=100146,
facet,Aksesoris Rambut,Jepitan & Pin Rambut,https://shopee.co.id/Aksesoris-Rambut-cat.11042921.11042930?facet=100147,
facet,Aksesoris Rambut,Rambut Palsu & Extension,https://shopee.co.id/Aksesoris-Rambut-cat.11042921.11042930?facet=100148,
facet,Aksesoris Rambut,"Hiasan Kepala, Tiara & Mahkota Bunga",https://shopee.co.id/Aksesoris-Rambut-cat.11042921.11042930?facet=100149,
category,Aksesoris Fashion,Gelang Tangan & Bangle,https://shopee.co.id/Gelang-Tangan-&-Bangle-cat.11042921.11042937,
facet,Gelang Tangan & Bangle,Gelang Tangan & Bangle,https://shopee.co.id/Gelang-Tangan-&-Bangle-cat.11042921.11042937?facet=100026,
category,Aksesoris Fashion,Gelang Kaki,https://shopee.co.id/Gelang-Kaki-cat.11042921.11042938,
facet,Gelang Kaki,Gelang Kaki,https://shopee.co.id/Gelang-Kaki-cat.11042921.11042938?facet=100027,
category,Aksesoris Fashion,Topi,https://shopee.co.id/Topi-cat.11042921.11042939,
facet,Topi,Topi,https://shopee.co.id/Topi-cat.11042921.11042939?facet=100028,
category,Aksesoris Fashion,Kalung,https://shopee.co.id/Kalung-cat.11042921.11042947,
facet,Kalung,Kalung,https://shopee.co.id/Kalung-cat.11042921.11042947?facet=100029,
category,Aksesoris Fashion,Kacamata & Aksesoris,https://shopee.co.id/Kacamata-&-Aksesoris-cat.11042921.11042952,
facet,Kacamata & Aksesoris,Kacamata Hitam,https://shopee.co.id/Kacamata-&-Aksesoris-cat.11042921.11042952?facet=100151,
facet,Kacamata & Aksesoris,Frame & Lensa Kacamata,https://shopee.co.id/Kacamata-&-Aksesoris-cat.11042921.11042952?facet=100152,
facet,Kacamata & Aksesoris,Tempat Kacamata & Aksesoris,https://shopee.co.id/Kacamata-&-Aksesoris-cat.11042921.11042952?facet=100153,
category,Aksesoris Fashion,Lensa Kontak & Aksesoris,https://shopee.co.id/Lensa-Kontak-&-Aksesoris-cat.11042921.11053196,
category,Aksesoris Fashion,Logam Mulia,https://shopee.co.id/Logam-Mulia-cat.11042921.11042957,
facet,Logam Mulia,Platinum & Emas,https://shopee.co.id/Logam-Mulia-cat.11042921.11042957?facet=100155,
facet,Logam Mulia,Perak,https://shopee.co.id/Logam-Mulia-cat.11042921.11042957?facet=100156,
facet,Logam Mulia,Berlian,https://shopee.co.id/Logam-Mulia-cat.11042921.11042957?facet=100157,
facet,Logam Mulia,Permata,https://shopee.co.id/Logam-Mulia-cat.11042921.11042957?facet=100158,
category,Aksesoris Fashion,Ikat Pinggang,https://shopee.co.id/Ikat-Pinggang-cat.11042921.11042963,
facet,Ikat Pinggang,Ikat Pinggang,https://shopee.co.id/Ikat-Pinggang-cat.11042921.11042963?facet=100032,
category,Aksesoris Fashion,Dasi,https://shopee.co.id/Dasi-cat.11042921.11042967,
facet,Dasi,Dasi,https://shopee.co.id/Dasi-cat.11042921.11042967?facet=100033,
category,Aksesoris Fashion,Aksesoris Tambahan,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968,
facet,Aksesoris Tambahan,Bros & Pin,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100160,
facet,Aksesoris Tambahan,Bordir,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100161,
facet,Aksesoris Tambahan,Liontin,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100162,
facet,Aksesoris Tambahan,Kancing Manset,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100163,
facet,Aksesoris Tambahan,Tato Temporer,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100164,
facet,Aksesoris Tambahan,Masker,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100165,
facet,Aksesoris Tambahan,Sapu Tangan,https://shopee.co.id/Aksesoris-Tambahan-cat.11042921.11042968?facet=100166,
category,Aksesoris Fashion,Set & Paket Aksesoris,https://shopee.co.id/Set-&-Paket-Aksesoris-cat.11042921.11042976,
facet,Set & Paket Aksesoris,Set & Paket Aksesoris,https://shopee.co.id/Set-&-Paket-Aksesoris-cat.11042921.11042976?facet=100035,
category,Aksesoris Fashion,Perhiasan Berharga,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978,
facet,Perhiasan Berharga,Cincin,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102061,
facet,Perhiasan Berharga,Anting,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102062,
facet,Perhiasan Berharga,Gelang Kaki,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102063,
facet,Perhiasan Berharga,Kalung,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102064,
facet,Perhiasan Berharga,Gelang Tangan,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102065,
facet,Perhiasan Berharga,Bros & Pin,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102066,
facet,Perhiasan Berharga,Liontin,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102067,
facet,Perhiasan Berharga,Set Perhiasan,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102068,
facet,Perhiasan Berharga,Perhiasan Berharga Lainnya,https://shopee.co.id/Perhiasan-Berharga-cat.11042921.11042978?facet=102069,
category,Aksesoris Fashion,Aksesoris Fashion Lainnya,https://shopee.co.id/Aksesoris-Fashion-Lainnya-cat.11042921.11042977,
category,Ibu & Bayi,Perlengkapan Travelling Bayi,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351,
facet,Perlengkapan Travelling Bayi,Gendongan Bayi,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100945,
facet,Perlengkapan Travelling Bayi,Stroller & Perlengkapan Travelling,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100946,
facet,Perlengkapan Travelling Bayi,Aksesoris Stroller,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100947,
facet,Perlengkapan Travelling Bayi,Dudukan Mobil & Motor,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100948,
facet,Perlengkapan Travelling Bayi,Aksesoris Dudukan Mobil & Motor,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100949,
facet,Perlengkapan Travelling Bayi,Tas Perlengkapan Bayi,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100950,
facet,Perlengkapan Travelling Bayi,Sabuk Pengaman Anak,https://shopee.co.id/Perlengkapan-Travelling-Bayi-cat.11043350.11043351?facet=100951,
category,Ibu & Bayi,Peralatan & Aksesoris Makan,https://shopee.co.id/Peralatan-&-Aksesoris-Makan-cat.11043350.11043360,
category,Ibu & Bayi,Perlengkapan Botol Susu,https://shopee.co.id/Perlengkapan-Botol-Susu-cat.11043350.11043369,
category,Ibu & Bayi,Perlengkapan Menyusui,https://shopee.co.id/Perlengkapan-Menyusui-cat.11043350.11043375,
category,Ibu & Bayi,Perlengkapan Ibu Hamil,https://shopee.co.id/Perlengkapan-Ibu-Hamil-cat.11043350.11043381,
facet,Perlengkapan Ibu Hamil,Penyangga Perut,https://shopee.co.id/Perlengkapan-Ibu-Hamil-cat.11043350.11043381?facet=100961,
facet,Perlengkapan Ibu Hamil,Bantal Ibu Hamil,https://shopee.co.id/Perlengkapan-Ibu-Hamil-cat.11043350.11043381?facet=100962,
category,Ibu & Bayi,Kesehatan Kehamilan,https://shopee.co.id/Kesehatan-Kehamilan-cat.11043350.11043385,
category,Ibu & Bayi,Kesehatan & Perawatan Bayi,https://shopee.co.id/Kesehatan-&-Perawatan-Bayi-cat.11043350.11043390,
category,Ibu & Bayi,Perlengkapan Mandi,https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404,
facet,Perlengkapan Mandi,Bak Mandi & Dudukan,https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404?facet=100968,
facet,Perlengkapan Mandi,"Jas Mandi, Handuk, & Lap Mandi",https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404?facet=100969,
facet,Perlengkapan Mandi,Penutup Rambut,https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404?facet=100970,
facet,Perlengkapan Mandi,Alat & Aksesoris Mandi,https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404?facet=100971,
facet,Perlengkapan Mandi,Alat Perawatan Bayi,https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404?facet=100974,
facet,Perlengkapan Mandi,Tisu,https://shopee.co.id/Perlengkapan-Mandi-cat.11043350.11043404?facet=100975,
category,Ibu & Bayi,Kamar Bayi,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411,
facet,Kamar Bayi,Boks & Matras Tidur Bayi,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=100978,
facet,Kamar Bayi,Ayunan Bayi,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=100979,
facet,Kamar Bayi,Baby Walker,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=100980,
facet,Kamar Bayi,Selimut & Bedong,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=101706,
facet,Kamar Bayi,Bantal & Guling,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=101707,
facet,Kamar Bayi,Sprei,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=101708,
facet,Kamar Bayi,Tempat Penyimpanan,https://shopee.co.id/Kamar-Bayi-cat.11043350.11043411?facet=100982,
category,Ibu & Bayi,Keamanan Bayi,https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420,
facet,Keamanan Bayi,Baby Monitor,https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420?facet=100984,
facet,Keamanan Bayi,Kelambu,https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420?facet=100985,
facet,Keamanan Bayi,"Bumper, Rail, & Guard",https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420?facet=100986,
facet,Keamanan Bayi,Pelindung Sudut,https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420?facet=100987,
facet,Keamanan Bayi,Pintu & Pagar Bayi,https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420?facet=100988,
facet,Keamanan Bayi,Pengaman Laci & Lemari,https://shopee.co.id/Keamanan-Bayi-cat.11043350.11043420?facet=100989,
category,Ibu & Bayi,Susu Formula & Makanan Bayi,https://shopee.co.id/Susu-Formula-&-Makanan-Bayi-cat.11043350.11043428,
category,Ibu & Bayi,Popok & Pispot,https://shopee.co.id/Popok-&-Pispot-cat.11043350.11043433,
facet,Popok & Pispot,Perlak,https://shopee.co.id/Popok-&-Pispot-cat.11043350.11043433?facet=101001,
facet,Popok & Pispot,Pispot,https://shopee.co.id/Popok-&-Pispot-cat.11043350.11043433?facet=101002,
facet,Popok & Pispot,Popok Sekali Pakai,https://shopee.co.id/Popok-&-Pispot-cat.11043350.11043433?facet=101003,
facet,Popok & Pispot,Popok Kain & Aksesoris,https://shopee.co.id/Popok-&-Pispot-cat.11043350.11043433?facet=101004,
category,Ibu & Bayi,Mainan,https://shopee.co.id/Mainan-cat.11043350.11043439,
facet,Mainan,Mainan & Playmat Bayi,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101714,
facet,Mainan,Pagar Mainan Bayi,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101715,
facet,Mainan,Mainan Saat Mandi,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101716,
facet,Mainan,Crib Mobile & Rattle,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101717,
facet,Mainan,Gigitan Bayi,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101718,
facet,Mainan,Mainan Balok,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101007,
facet,Mainan,Boneka & Aksesoris,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101720,
facet,Mainan,Rumah Boneka & Aksesoris,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101721,
facet,Mainan,Mainan Boneka,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101722,
facet,Mainan,Mainan Peran,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101009,
facet,Mainan,Kendaraan Mainan,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101010,
facet,Mainan,"Sepeda, Skuter, & Ride-On",https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101724,
facet,Mainan,Inflatable & Perosotan,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101725,
facet,Mainan,"Tenda Mainan, Terowongan Mainan, & Ball Pit",https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101726,
facet,Mainan,"Kolam, Pelampung, & Mainan Pasir",https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101727,
facet,Mainan,Mainan Olahraga,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101729,
facet,Mainan,"Mainan Terbang, Layang-layang, & Kincir Angin",https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101730,
facet,Mainan,Seni & Kerajinan,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101732,
facet,Mainan,Mainan Matematika,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101733,
facet,Mainan,Mainan Ilmu Pengetahuan Alam & Teknologi,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101734,
facet,Mainan,Shape Sorter,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101735,
facet,Mainan,Puzzle,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101736,
facet,Mainan,Mainan Musik,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101737,
facet,Mainan,Mainan Tablet & Komputer,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101738,
facet,Mainan,Mainan Robot,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101013,
facet,Mainan,Mainan Slime & Squishy,https://shopee.co.id/Mainan-cat.11043350.11043439?facet=101014,
category,Ibu & Bayi,Set & Paket Hadiah,https://shopee.co.id/Set-&-Paket-Hadiah-cat.11043350.11043449,
facet,Set & Paket Hadiah,Set & Paket Hadiah,https://shopee.co.id/Set-&-Paket-Hadiah-cat.11043350.11043449?facet=100685,
category,Ibu & Bayi,Ibu & Bayi Lainnya,https://shopee.co.id/Ibu-&-Bayi-Lainnya-cat.11043350.11043450,
category,Jam Tangan,Jam Tangan Wanita,https://shopee.co.id/Jam-Tangan-Wanita-cat.11042900.11042901,
facet,Jam Tangan Wanita,Jam Tangan Wanita,https://shopee.co.id/Jam-Tangan-Wanita-cat.11042900.11042901?facet=100573,
category,Jam Tangan,Jam Tangan Pria,https://shopee.co.id/Jam-Tangan-Pria-cat.11042900.11042905,
facet,Jam Tangan Pria,Jam Tangan Pria,https://shopee.co.id/Jam-Tangan-Pria-cat.11042900.11042905?facet=100574,
category,Jam Tangan,Jam Tangan Couple,https://shopee.co.id/Jam-Tangan-Couple-cat.11042900.11042909,
facet,Jam Tangan Couple,Jam Tangan Couple,https://shopee.co.id/Jam-Tangan-Couple-cat.11042900.11042909?facet=100575,
category,Jam Tangan,Aksesoris Jam Tangan,https://shopee.co.id/Aksesoris-Jam-Tangan-cat.11042900.11042913,
facet,Aksesoris Jam Tangan,Strap,https://shopee.co.id/Aksesoris-Jam-Tangan-cat.11042900.11042913?facet=100614,
facet,Aksesoris Jam Tangan,Alat Servis Jam Tangan,https://shopee.co.id/Aksesoris-Jam-Tangan-cat.11042900.11042913?facet=100615,
facet,Aksesoris Jam Tangan,Pengait Jam Tangan,https://shopee.co.id/Aksesoris-Jam-Tangan-cat.11042900.11042913?facet=100616,
facet,Aksesoris Jam Tangan,Baterai Jam Tangan,https://shopee.co.id/Aksesoris-Jam-Tangan-cat.11042900.11042913?facet=100617,
